settlement_id	languages	names_ara_common	names_ara_common_other	names_eng_search	names_eng_translit	names_eng_translit_other	region_URI	source	top_type	top_size	coordinates	lon	lat
DASKARA_449E339N_S	['ara', 'eng']	دسكرة	دسكرة، دسكرة الملك	Daskara, Daskara al-Malik	Daskaraŧ	Daskaraŧ, Daskaraŧ al-Malik	Iraq_RE	cornuData	towns	6	[44.9231, 33.94151]	44.9231	33.94151
ABARTA_449E332N_S	['ara', 'eng']	عبرتا	عبرتا	Abarta	ʿAbartā	ʿAbartā	Iraq_RE	cornuData	towns	6	[44.93375, 33.20675]	44.93375	33.20675
DAYRAQUL_449E329N_S	['ara', 'eng']	دير العاقول	دير العاقول	Dayr al-Aqul	Dayr al-ʿĀqūl	Dayr al-ʿĀqūl	Iraq_RE	cornuData	towns	6	[44.9846, 32.91181]	44.9846	32.91181
HARUNIYYA_450E339N_S	['ara', 'eng']	الهاروني	الهاروني، طرستان	al-Haruniyya, Tarastan	al-Hārūniyya	al-Hārūniyya, Ṭarastān	Iraq_RE	cornuData	towns	6	[45.01502, 33.97686]	45.01502	33.97686
JALULA_451E341N_S	['ara', 'eng']	جلولا	جلولا	Jalula	Ǧalūlā	Ǧalūlā	Iraq_RE	cornuData	towns	6	[45.11759, 34.17989]	45.11759	34.17989
JARJARAYA_453E327N_S	['ara', 'eng']	جرجرايا	جرجرايا	Jarjaraya	Ǧarǧarāyā	Ǧarǧarāyā	Iraq_RE	cornuData	towns	6	[45.31987, 32.74104]	45.31987	32.74104
NUMANIYYA_454E325N_S	['ara', 'eng']	النعمانية	النعمانية، تل نعمان	al-Numaniyya, Tall Numan	al-Nuʿmāniyyaŧ	al-Nuʿmāniyyaŧ, Tall Nuʿmān	Iraq_RE	cornuData	towns	6	[45.4265, 32.59694]	45.4265	32.59694
KHANIQIN_454E343N_S	['ara', 'eng']	خانقين	خانقين	Khaniqin	Ḫāniqīn	Ḫāniqīn	Iraq_RE	cornuData	towns	6	[45.44708, 34.34844]	45.44708	34.34844
BANDANIJAN_454E337N_S	['ara', 'eng']	بندنيجان	بندنيجان، بندنيجين	Bandanijan, Bandanijin	Bandanīǧān	Bandanīǧān, Bandanīǧīn	Iraq_RE	cornuData	towns	6	[45.48927, 33.71797]	45.48927	33.71797
JABBUL_457E325N_S	['ara', 'eng']	جبول	جبول	Jabbul	Ǧabbūl	Ǧabbūl	Iraq_RE	cornuData	towns	6	[45.72633, 32.55466]	45.72633	32.55466
BADARAYA_459E330N_S	['ara', 'eng']	بادرايا	بادرايا	Badaraya	Bādarāyā	Bādarāyā	Iraq_RE	cornuData	towns	6	[45.93688, 33.09968]	45.93688	33.09968
NAHRSABUS_459E324N_S	['ara', 'eng']	نهر سابس	نهر سابس	Nahr Sabus	Nahr Sābus	Nahr Sābus	Iraq_RE	cornuData	towns	6	[45.96969, 32.49681]	45.96969	32.49681
FAMSILH_461E324N_S	['ara', 'eng']	فم الصلح	فم الصلح	Fam al-Silh	Fam al-Ṣilḥ	Fam al-Ṣilḥ	Iraq_RE	cornuData	towns	6	[46.1315, 32.46405]	46.1315	32.46405
BAKUSAYA_464E329N_S	['ara', 'eng']	باكسايا	باكسايا	Bakusaya	Bākusāyā	Bākusāyā	Iraq_RE	cornuData	towns	6	[46.46935, 32.94441]	46.46935	32.94441
BADHIBIN_465E321N_S	['ara', 'eng']	باذبين	باذبين	Badhibin	Bāḏibīn	Bāḏibīn	Iraq_RE	cornuData	towns	6	[46.59233, 32.17087]	46.59233	32.17087
SIKR_467E321N_S	['ara', 'eng']	السكر	السكر	al-Sikr	al-Sikr	al-Sikr	Iraq_RE	cornuData	towns	6	[46.77226, 32.19607]	46.77226	32.19607
TIB_473E322N_S	['ara', 'eng']	الطيب	الطيب	al-Tib	al-Ṭīb	al-Ṭīb	Iraq_RE	cornuData	towns	6	[47.30428, 32.22674]	47.30428	32.22674
ABDAS_473E314N_S	['ara', 'eng']	عبداس	عبداس	Abdas	ʿAbdās	ʿAbdās	Iraq_RE	cornuData	towns	6	[47.33731, 31.46283]	47.33731	31.46283
MADHAR_473E314N_S	['ara', 'eng']	المذار	المذار	al-Madhar	al-Maḏār	al-Maḏār	Iraq_RE	cornuData	towns	6	[47.37621, 31.48197]	47.37621	31.48197
MAYSAN_474E314N_S	['ara', 'eng']	ميسان	ميسان	Maysan	Maysān	Maysān	Iraq_RE	cornuData	towns	6	[47.47945, 31.41304]	47.47945	31.41304
QURQUB_477E321N_S	['ara', 'eng']	قرقوب	قرقوب	Qurqub	Qurqūb	Qurqūb	Iraq_RE	cornuData	towns	6	[47.70188, 32.17254]	47.70188	32.17254
UBULLA_478E304N_S	['ara', 'eng']	الأبلة	الأبلة	al-Ubulla	al-Ubullaŧ	al-Ubullaŧ	Iraq_RE	cornuData	towns	6	[47.83555, 30.49692]	47.83555	30.49692
ABUKHASIB_479E304N_S	['ara', 'eng']	أبو الخصيب	أبو الخصيب	Abu al-Khasib	Abū al-Ḫaṣīb	Abū al-Ḫaṣīb	Iraq_RE	cornuData	towns	6	[47.99265, 30.43759]	47.99265	30.43759
BAYAN_480E304N_S	['ara', 'eng']	بيان	بيان	Bayan	Bayān	Bayān	Iraq_RE	cornuData	towns	6	[48.03005, 30.46468]	48.03005	30.46468
ABBADAN_482E303N_S	['ara', 'eng']	عبادان	عبادان	Abbadan	ʿAbbādān	ʿAbbādān	Iraq_RE	cornuData	towns	6	[48.27394, 30.33563]	48.27394	30.33563
ARA_355E280N_S	['ara', 'eng']	الأعراء	الأعراء	al-Ara	al-Aʿrāʾ	al-Aʿrāʾ	JaziratArab_RE	cornuData	towns	6	[35.57504, 28.06253]	35.57504	28.06253
AWNID_359E270N_S	['ara', 'eng']	العونيد	العونيد	al-Awnid	al-ʿAwnīd	al-ʿAwnīd	JaziratArab_RE	cornuData	towns	6	[35.99173, 27.00533]	35.99173	27.00533
HAWRA_373E250N_S	['ara', 'eng']	الحوراء	الحوراء	al-Hawra	al-Ḥawrāʾ	al-Ḥawrāʾ	JaziratArab_RE	cornuData	towns	6	[37.33759, 25.0302]	37.33759	25.0302
HIJRSALIH_379E268N_S	['ara', 'eng']	حجر صالح	حجر صالح، الحجر	Hijr Salih, al-Hijr	Ḥiǧr Ṣāliḥ	Ḥiǧr Ṣāliḥ, al-Ḥiǧr	JaziratArab_RE	cornuData	towns	6	[37.93999, 26.86125]	37.93999	26.86125
YANBU_381E241N_S	['ara', 'eng']	ينبع	ينبع	Yanbu	Yanbuʿ	Yanbuʿ	JaziratArab_RE	cornuData	towns	6	[38.12512, 24.1082]	38.12512	24.1082
SUQYAYAZID_383E261N_S	['ara', 'eng']	سقياء يزيد	سقياء يزيد، السقياء	Suqya Yazid, al-Suqya	Suqyāʾ Yazīd	Suqyāʾ Yazīd, al-Suqyāʾ	JaziratArab_RE	cornuData	towns	6	[38.35433, 26.15916]	38.35433	26.15916
JAR_385E238N_S	['ara', 'eng']	الجار	الجار	al-Jar	al-Ǧār	al-Ǧār	JaziratArab_RE	cornuData	towns	6	[38.50713, 23.8182]	38.50713	23.8182
MARWA_385E257N_S	['ara', 'eng']	المروة	المروة، ذو المروة	al-Marwa, Dhu al-Marwa	al-Marwaŧ	al-Marwaŧ, Ḏū al-Marwaŧ	JaziratArab_RE	cornuData	towns	6	[38.58647, 25.71785]	38.58647	25.71785
BADR_388E237N_S	['ara', 'eng']	بدر	بدر	Badr	Badr	Badr	JaziratArab_RE	cornuData	towns	6	[38.80098, 23.72676]	38.80098	23.72676
HADHA_388E254N_S	['ara', 'eng']	حذة	حذة	Hadha	Ḥaḏaŧ	Ḥaḏaŧ	JaziratArab_RE	cornuData	towns	6	[38.85976, 25.46077]	38.85976	25.46077
JUHFA_391E226N_S	['ara', 'eng']	الجحفة	الجحفة	al-Juhfa	al-Ǧuḥfaŧ	al-Ǧuḥfaŧ	JaziratArab_RE	cornuData	towns	6	[39.12422, 22.60833]	39.12422	22.60833
JUDDA_391E214N_S	['ara', 'eng']	جدة	جدة	Judda	Ǧuddaŧ	Ǧuddaŧ	JaziratArab_RE	cornuData	towns	6	[39.1779, 21.46201]	39.1779	21.46201
KHAYBAR_392E257N_S	['ara', 'eng']	خيبر	خيبر	Khaybar	Ḫaybar	Ḫaybar	JaziratArab_RE	cornuData	towns	6	[39.26821, 25.78667]	39.26821	25.78667
KHULAYS_394E221N_S	['ara', 'eng']	خليص	خليص	Khulays	Ḫulayṣ	Ḫulayṣ	JaziratArab_RE	cornuData	towns	6	[39.41808, 22.10557]	39.41808	22.10557
MADINA_396E244N_S	['ara', 'eng']	المدينة	المدينة، مدينتة النبي، يثرب	al-Madina, Madinta al-Nabi, Yathrib	al-Madīnaŧ	al-Madīnaŧ, Madīntaŧ al-Nabī, Yaṯrib	JaziratArab_RE	cornuData	towns	6	[39.60908, 24.47782]	39.60908	24.47782
MINA_399E213N_S	['ara', 'eng']	منى	منى	Mina	Miná	Miná	JaziratArab_RE	cornuData	towns	6	[39.93206, 21.35325]	39.93206	21.35325
QARN_402E214N_S	['ara', 'eng']	قرن	قرن، قرن المنازل	Qarn, Qarn al-Manazil	Qarn	Qarn, Qarn al-Manāzil	JaziratArab_RE	cornuData	towns	6	[40.21296, 21.46576]	40.21296	21.46576
SUWARIQIYYA_403E232N_S	['ara', 'eng']	السوارقية	السوارقية	al-Suwariqiyya	al-Suwāriqiyyaŧ	al-Suwāriqiyyaŧ	JaziratArab_RE	cornuData	towns	6	[40.35548, 23.28483]	40.35548	23.28483
TAIF_404E212N_S	['ara', 'eng']	الطائف	الطائف	al-Taif	al-Ṭāʾif	al-Ṭāʾif	JaziratArab_RE	cornuData	towns	6	[40.40566, 21.21629]	40.40566	21.21629
SIRRAYN_407E198N_S	['ara', 'eng']	السرين	السرين	al-Sirrayn	al-Sirrayn	al-Sirrayn	JaziratArab_RE	cornuData	towns	6	[40.76268, 19.83698]	40.76268	19.83698
HALI_413E186N_S	['ara', 'eng']	حلي	حلي	Hali	Ḥalī	Ḥalī	JaziratArab_RE	cornuData	towns	6	[41.39305, 18.62751]	41.39305	18.62751
JURASH_426E186N_S	['ara', 'eng']	جرش	جرش	Jurash	Ǧuraš	Ǧuraš	JaziratArab_RE	cornuData	towns	6	[42.69682, 18.63711]	42.69682	18.63711
NAJRAN_442E175N_S	['ara', 'eng']	نجران	نجران	Najran	Naǧrān	Naǧrān	JaziratArab_RE	cornuData	towns	6	[44.2995, 17.58603]	44.2995	17.58603
AHWAR_466E135N_S	['ara', 'eng']	أحور	أحور	Ahwar	Aḥwar	Aḥwar	Yaman_RE	cornuData	towns	6	[46.61972, 13.56967]	46.61972	13.56967
SHIHR_495E147N_S	['ara', 'eng']	الشحر	الشحر	al-Shihr	al-Šiḥr	al-Šiḥr	Yaman_RE	cornuData	towns	6	[49.5998, 14.76671]	49.5998	14.76671
QATIF_499E265N_S	['ara', 'eng']	القطيف	القطيف	al-Qatif	al-Qaṭīf	al-Qaṭīf	JaziratArab_RE	cornuData	towns	6	[49.96159, 26.53966]	49.96159	26.53966
UQAYR_502E255N_S	['ara', 'eng']	العقير	العقير	al-Uqayr	al-ʿUqayr	al-ʿUqayr	JaziratArab_RE	cornuData	towns	6	[50.22312, 25.5589]	50.22312	25.5589
TUAM_557E241N_S	['ara', 'eng']	تؤام	تؤام	Tuam	Tuʾām	Tuʾām	JaziratArab_RE	cornuData	towns	6	[55.77403, 24.19401]	55.77403	24.19401
HAFIT_558E238N_S	['ara', 'eng']	حفيت	حفيت	Hafit	Ḥafīt	Ḥafīt	JaziratArab_RE	cornuData	towns	6	[55.85631, 23.89613]	55.85631	23.89613
JULLAFAR_559E257N_S	['ara', 'eng']	جلفار	جلفار	Jullafar	Ǧullafār	Ǧullafār	JaziratArab_RE	cornuData	towns	6	[55.98855, 25.75227]	55.98855	25.75227
DABA_562E255N_S	['ara', 'eng']	دبا	دبا	Daba	Dabā	Dabā	JaziratArab_RE	cornuData	towns	6	[56.22657, 25.59071]	56.22657	25.59071
DANK_563E235N_S	['ara', 'eng']	ضنك	ضنك	Dank	Ḍank	Ḍank	JaziratArab_RE	cornuData	towns	6	[56.30591, 23.53023]	56.30591	23.53023
SIRR_568E230N_S	['ara', 'eng']	السر	السر	al-Sirr	al-Sirr	al-Sirr	JaziratArab_RE	cornuData	towns	6	[56.82897, 23.0552]	56.82897	23.0552
NAZWA_575E228N_S	['ara', 'eng']	نزوة	نزوة	Nazwa	Nazwaŧ	Nazwaŧ	JaziratArab_RE	cornuData	towns	6	[57.52541, 22.86309]	57.52541	22.86309
QALA_576E226N_S	['ara', 'eng']	القلعة	القلعة	al-Qala	al-Qalʿaŧ	al-Qalʿaŧ	JaziratArab_RE	cornuData	towns	6	[57.66352, 22.68969]	57.66352	22.68969
SAMAD_579E227N_S	['ara', 'eng']	سمد	سمد	Samad	Samad	Samad	JaziratArab_RE	cornuData	towns	6	[57.96619, 22.71138]	57.96619	22.71138
MILAH_581E226N_S	['ara', 'eng']	ملح	ملح	Milah	Milaḥ	Milaḥ	JaziratArab_RE	cornuData	towns	6	[58.11018, 22.61105]	58.11018	22.61105
MASQAT_586E235N_S	['ara', 'eng']	مسقط	مسقط	Masqat	Masqaṭ	Masqaṭ	JaziratArab_RE	cornuData	towns	6	[58.63618, 23.5437]	58.63618	23.5437
SHAHRAZUR_460E352N_R	['ara', 'eng']	شهرزور	شهرزور	Shahrazur	Šahrazūr	Šahrazūr	Jibal_RE	cornuData	towns	6	[46.01676, 35.25767]	46.01676	35.25767
TAZAR_464E341N_S	['ara', 'eng']	الطزر	الطزر	al-Tazar	al-Ṭazar	al-Ṭazar	Jibal_RE	cornuData	towns	6	[46.4404, 34.16749]	46.4404	34.16749
SIRAWAN_468E335N_S	['ara', 'eng']	السيروان	السيروان، الشيراوان	al-Sirawan, al-Shirawan	al-Sīrawān	al-Sīrawān, al-Šīrāwān	Jibal_RE	cornuData	towns	6	[46.86539, 33.52303]	46.86539	33.52303
SISAR_469E353N_S	['ara', 'eng']	سيسر	سيسر	Sisar	Sīsar	Sīsar	Jibal_RE	cornuData	towns	6	[46.98439, 35.31623]	46.98439	35.31623
QARMASIN_470E343N_S	['ara', 'eng']	قرماسين	قرماسين، قرميسين	Qarmasin, Qarmisin	Qarmāsīn	Qarmāsīn, Qarmīsīn	Jibal_RE	cornuData	towns	6	[47.09845, 34.32388]	47.09845	34.32388
QASRLUSUS_479E344N_S	['ara', 'eng']	قصر اللصوص	قصر اللصوص	Qasr al-Lusus	Qaṣr al-Luṣūṣ	Qaṣr al-Luṣūṣ	Jibal_RE	cornuData	towns	6	[47.90457, 34.4958]	47.90457	34.4958
ASADABADH_481E348N_S	['ara', 'eng']	أسداباذ	أسداباذ	Asadabadh	Asadābāḏ	Asadābāḏ	Jibal_RE	cornuData	towns	6	[48.15134, 34.80031]	48.15134	34.80031
RUDHRAWAR_483E346N_S	['ara', 'eng']	رذراور	رذراور	Rudhrawar	Ruḏrāwar	Ruḏrāwar	Jibal_RE	cornuData	towns	6	[48.39263, 34.62225]	48.39263	34.62225
SUHRAWARD_486E364N_S	['ara', 'eng']	سهرورد	سهرورد	Suhraward	Suhraward	Suhraward	Jibal_RE	cornuData	towns	6	[48.63061, 36.45828]	48.63061	36.45828
RAMAN_486E342N_S	['ara', 'eng']	رامن	رامن	Raman	Rāman	Rāman	Jibal_RE	cornuData	towns	6	[48.65585, 34.25819]	48.65585	34.25819
ABHAR_492E361N_S	['ara', 'eng']	أبهر	أبهر	Abhar	Abhar	Abhar	Jibal_RE	cornuData	towns	6	[49.23473, 36.15722]	49.23473	36.15722
BURJ_496E333N_S	['ara', 'eng']	البرج	البرج	al-Burj	al-Burǧ	al-Burǧ	Jibal_RE	cornuData	towns	6	[49.64019, 33.39951]	49.64019	33.39951
BUSTA_497E351N_S	['ara', 'eng']	بوستة	بوستة	Busta	Būstaŧ	Būstaŧ	Jibal_RE	cornuData	towns	6	[49.74164, 35.13286]	49.74164	35.13286
QAZWIN_500E362N_S	['ara', 'eng']	قزوين	قزوين	Qazwin	Qazwīn	Qazwīn	Jibal_RE	cornuData	towns	6	[50.0011, 36.27854]	50.0011	36.27854
SAWA_504E349N_S	['ara', 'eng']	ساوة	ساوة	Sawa	Sāwaŧ	Sāwaŧ	Jibal_RE	cornuData	towns	6	[50.42711, 34.97799]	50.42711	34.97799
AWA_505E346N_S	['ara', 'eng']	آوة	آوة	Awa	Āwaŧ	Āwaŧ	Jibal_RE	cornuData	towns	6	[50.54227, 34.68541]	50.54227	34.68541
KHANLANJAN_515E324N_S	['ara', 'eng']	خان لنجان	خان لنجان، خلنجان، خولنجان	Khan Lanjan, Khalanjan, Khulanjan	Ḫān Lanǧān	Ḫān Lanǧān, Ḫalanǧān, Ḫūlanǧān	Jibal_RE	cornuData	towns	6	[51.56268, 32.40331]	51.56268	32.40331
ARDISTAN_523E333N_S	['ara', 'eng']	أردستان	أردستان	Ardistan	Ardistān	Ardistān	Jibal_RE	cornuData	towns	6	[52.36669, 33.37701]	52.36669	33.37701
RUWAYDASHT_527E324N_S	['ara', 'eng']	رويدشت	رويدشت	Ruwaydasht	Ruwaydašt	Ruwaydašt	Jibal_RE	cornuData	towns	6	[52.7166, 32.43743]	52.7166	32.43743
BALANJAR_464E432N_S	['ara', 'eng']	بلنجر	بلنجر	Balanjar	Balanǧar	Balanǧar	Khazar_RE	cornuData	towns	6	[46.42082, 43.28166]	46.42082	43.28166
SAMANDAR_475E429N_S	['ara', 'eng']	سمندر	سمندر	Samandar	Samandar	Samandar	Khazar_RE	cornuData	towns	6	[47.51198, 42.90467]	47.51198	42.90467
BULGHAR_492E548N_S	['ara', 'eng']	بلغار	بلغار	Bulghar	Bulġār	Bulġār	Khazar_RE	cornuData	towns	6	[49.25044, 54.86714]	49.25044	54.86714
SUWAR_499E544N_S	['ara', 'eng']	سوار	سوار	Suwar	Suwār	Suwār	Khazar_RE	cornuData	towns	6	[49.96347, 54.45304]	49.96347	54.45304
ASADABADH_564E363N_S	['ara', 'eng']	أسداباذ	أسداباذ	Asadabadh	Asadābāḏ	Asadābāḏ	Khurasan_RE	cornuData	towns	6	[56.45362, 36.32897]	56.45362	36.32897
ASFARAYIN_574E369N_S	['ara', 'eng']	أسفراين	أسفراين	Asfarayin	Asfarāyin	Asfarāyin	Khurasan_RE	cornuData	towns	6	[57.43023, 36.98777]	57.43023	36.98777
KHUSRAWJIRD_574E361N_S	['ara', 'eng']	خسروجرد	خسروجرد	Khusrawjird	Ḫusrawǧird	Ḫusrawǧird	Khurasan_RE	cornuData	towns	6	[57.47851, 36.18956]	57.47851	36.18956
SABZAWAR_576E361N_S	['ara', 'eng']	سابزوار	سابزوار	Sabzawar	Sābzawār	Sābzawār	Khurasan_RE	cornuData	towns	6	[57.66932, 36.15624]	57.66932	36.15624
MIHRAJAN_578E365N_S	['ara', 'eng']	مهرجان	مهرجان، مهرجان	Mihrajan, Mihrijan	Mihraǧān	Mihraǧān, Mihriǧān	Khurasan_RE	cornuData	towns	6	[57.8469, 36.5805]	57.8469	36.5805
TUN_581E339N_S	['ara', 'eng']	تون	تون	Tun	Tūn	Tūn	Khurasan_RE	cornuData	towns	6	[58.11679, 33.92591]	58.11679	33.92591
KUNDUR_581E351N_S	['ara', 'eng']	كندر	كندر	Kundur	Kundur	Kundur	Khurasan_RE	cornuData	towns	6	[58.12875, 35.12055]	58.12875	35.12055
NASA_582E378N_S	['ara', 'eng']	نساء	نساء	Nasa	Nasāʾ	Nasāʾ	Khurasan_RE	cornuData	towns	6	[58.21787, 37.85763]	58.21787	37.85763
RIWAND_583E361N_S	['ara', 'eng']	ريوند	ريوند	Riwand	Rīwand	Rīwand	Khurasan_RE	cornuData	towns	6	[58.36115, 36.18583]	58.36115	36.18583
YUNABIDH_586E342N_S	['ara', 'eng']	ينابيذ	ينابيذ، جنابذ	Yunabidh, Junabidh	Yunābīḏ	Yunābīḏ, Ǧunābiḏ	Khurasan_RE	cornuData	towns	6	[58.63618, 34.24652]	58.63618	34.24652
RADHAKAN_589E368N_S	['ara', 'eng']	راذكان	راذكان، رايكان	Radhakan, Rayakan	Rāḏakān	Rāḏakān, Rāyakān	Khurasan_RE	cornuData	towns	6	[58.96653, 36.81951]	58.96653	36.81951
SANKAN_594E350N_S	['ara', 'eng']	سنكان	سنكان، سنجان	Sankan, Sanjan	Sankān	Sankān, Sanǧān	Khurasan_RE	cornuData	towns	6	[59.41155, 35.05003]	59.41155	35.05003
NUQAN_595E362N_S	['ara', 'eng']	النوقان	النوقان، المشهد	al-Nuqan, al-Mashhad	al-Nūqān	al-Nūqān, al-Mašhad	Khurasan_RE	cornuData	towns	6	[59.59168, 36.20578]	59.59168	36.20578
ABIWARD_595E372N_S	['ara', 'eng']	أبيورد	أبيورد	Abiward	Abīward	Abīward	Khurasan_RE	cornuData	towns	6	[59.59733, 37.27]	59.59733	37.27
JAYIMAND_598E350N_S	['ara', 'eng']	جايمند	جايمند	Jayimand	Ǧāyimand	Ǧāyimand	Khurasan_RE	cornuData	towns	6	[59.84669, 35.04974]	59.84669	35.04974
ZUZAN_598E343N_S	['ara', 'eng']	زوزن	زوزن	Zuzan	Zūzan	Zūzan	Khurasan_RE	cornuData	towns	6	[59.86207, 34.3105]	59.86207	34.3105
SALUMAK_599E346N_S	['ara', 'eng']	سلومك	سلومك	Salumak	Salūmak	Salūmak	Khurasan_RE	cornuData	towns	6	[59.98232, 34.64655]	59.98232	34.64655
KHARKIRD_601E343N_S	['ara', 'eng']	خركرد	خركرد، خرجرد	Kharkird, Kharjird	Ḫarkird	Ḫarkird, Ḫarǧird	Khurasan_RE	cornuData	towns	6	[60.16386, 34.31639]	60.16386	34.31639
MALIN_602E349N_S	['ara', 'eng']	مالن	مالن، كواخرز	Malin, Kuwakharz	Mālin	Mālin, Kuwāḫarz	Khurasan_RE	cornuData	towns	6	[60.26487, 34.93776]	60.26487	34.93776
MAYHANA_604E368N_S	['ara', 'eng']	ميهنة	ميهنة، مهنة	Mayhana, Mahana	Mayhanaŧ	Mayhanaŧ, Mahanaŧ	Khurasan_RE	cornuData	towns	6	[60.44076, 36.85569]	60.44076	36.85569
BUZJAN_606E351N_S	['ara', 'eng']	البوزجان	البوزجان، بوزكان	al-Buzjan, Buzkan	al-Būzǧān	al-Būzǧān, Būzkān	Khurasan_RE	cornuData	towns	6	[60.61524, 35.17917]	60.61524	35.17917
FARKIRD_610E342N_S	['ara', 'eng']	فركرد	فركرد	Farkird	Farkird	Farkird	Khurasan_RE	cornuData	towns	6	[61.08287, 34.27729]	61.08287	34.27729
KUSUWI_611E346N_S	['ara', 'eng']	كوسوي	كوسوي، كوسري	Kusuwi, Kusari	Kūsuwī	Kūsuwī, Kūsarī	Khurasan_RE	cornuData	towns	6	[61.1747, 34.61574]	61.1747	34.61574
SARAKHS_611E365N_S	['ara', 'eng']	سرخس	سرخس	Sarakhs	Saraḫs	Saraḫs	Khurasan_RE	cornuData	towns	6	[61.18671, 36.51694]	61.18671	36.51694
KARAH_613E344N_S	['ara', 'eng']	كره	كره	Karah	Karah	Karah	Khurasan_RE	cornuData	towns	6	[61.32587, 34.42834]	61.32587	34.42834
HURMUZFARRAH_616E376N_S	['ara', 'eng']	هرمز فره	هرمز فره	Hurmuz Farrah	Hurmuz Farrah	Hurmuz Farrah	Khurasan_RE	cornuData	towns	6	[61.61458, 37.60594]	61.61458	37.60594
DANDANAQAN_616E372N_S	['ara', 'eng']	دندانقان	دندانقان	Dandanaqan	Dandānaqān	Dandānaqān	Khurasan_RE	cornuData	towns	6	[61.65152, 37.27393]	61.65152	37.27393
SINJ_616E374N_S	['ara', 'eng']	سنج	سنج، سنك	Sinj, Sink	Sinǧ	Sinǧ, Sink	Khurasan_RE	cornuData	towns	6	[61.68119, 37.4648]	61.68119	37.4648
SUSAQAN_617E376N_S	['ara', 'eng']	السوسقان	السوسقان، السوسقان	al-Susaqan, al-Sawsaqan	al-Sūsaqān	al-Sūsaqān, al-Sawsaqān	Khurasan_RE	cornuData	towns	6	[61.73152, 37.68151]	61.73152	37.68151
KHARAQ_618E376N_S	['ara', 'eng']	خرق	خرق	Kharaq	Ḫaraq	Ḫaraq	Khurasan_RE	cornuData	towns	6	[61.89282, 37.61978]	61.89282	37.61978
MALIN_621E341N_S	['ara', 'eng']	مالن	مالن، السفلقات، ملين، مالان	Malin, al-Safalqat, Malin, Malan	Mālin	Mālin, al-Safalqāt, Malīn, Mālān	Khurasan_RE	cornuData	towns	6	[62.19614, 34.18473]	62.19614	34.18473
KUWASHAN_622E338N_S	['ara', 'eng']	كواشان	كواشان	Kuwashan	Kuwāšān	Kuwāšān	Khurasan_RE	cornuData	towns	6	[62.22016, 33.85099]	62.22016	33.85099
JIRANJ_622E374N_S	['ara', 'eng']	جيرنج	جيرنج، كيرنك	Jiranj, Kirank	Ǧīranǧ	Ǧīranǧ, Kīrank	Khurasan_RE	cornuData	towns	6	[62.22511, 37.49732]	62.22511	37.49732
ADRASKAR_622E335N_S	['ara', 'eng']	أدرسكر	أدرسكر	Adraskar	Adraskar	Adraskar	Khurasan_RE	cornuData	towns	6	[62.24983, 33.59424]	62.24983	33.59424
BASHAN_623E342N_S	['ara', 'eng']	باشان	باشان	Bashan	Bāšān	Bāšān	Khurasan_RE	cornuData	towns	6	[62.37698, 34.28751]	62.37698	34.28751
KAYF_624E352N_S	['ara', 'eng']	كيف	كيف، كيف	Kayf, Kif	Kayf	Kayf, Kīf	Khurasan_RE	cornuData	towns	6	[62.42996, 35.20428]	62.42996	35.20428
BABNA_624E349N_S	['ara', 'eng']	ببنة	ببنة	Babna	Babnaŧ	Babnaŧ	Khurasan_RE	cornuData	towns	6	[62.4787, 34.94152]	62.4787	34.94152
KARUKH_625E344N_S	['ara', 'eng']	كروخ	كروخ	Karukh	Karūḫ	Karūḫ	Khurasan_RE	cornuData	towns	6	[62.54651, 34.47814]	62.54651	34.47814
BAGHSHUR_625E356N_S	['ara', 'eng']	بغشور	بغشور	Baghshur	Baġšūr	Baġšūr	Khurasan_RE	cornuData	towns	6	[62.54722, 35.60846]	62.54722	35.60846
KHAYSAR_625E342N_S	['ara', 'eng']	خيسار	خيسار	Khaysar	Ḫaysār	Ḫaysār	Khurasan_RE	cornuData	towns	6	[62.58466, 34.27292]	62.58466	34.27292
KUSHMAYHAN_625E377N_S	['ara', 'eng']	كشميهن	كشميهن، كشماهن	Kushmayhan, Kushmahan	Kušmayhan	Kušmayhan, Kušmāhan	Khurasan_RE	cornuData	towns	6	[62.59986, 37.78994]	62.59986	37.78994
ASTARABYAN_628E342N_S	['ara', 'eng']	أستربيان	أستربيان	Astarabyan	Astarabyān	Astarabyān	Khurasan_RE	cornuData	towns	6	[62.80223, 34.2484]	62.80223	34.2484
MARABADH_630E343N_S	['ara', 'eng']	ماراباذ	ماراباذ	Marabadh	Mārābāḏ	Mārābāḏ	Khurasan_RE	cornuData	towns	6	[63.00426, 34.3371]	63.00426	34.3371
AWBA_631E344N_S	['ara', 'eng']	أوبة	أوبة، أوفة	Awba, Awfa	Awbaŧ	Awbaŧ, Awfaŧ	Khurasan_RE	cornuData	towns	6	[63.16814, 34.4094]	63.16814	34.4094
QASRAHNAF_632E357N_S	['ara', 'eng']	قصر أحنف	قصر أحنف	Qasr Ahnaf	Qaṣr Aḥnaf	Qaṣr Aḥnaf	Khurasan_RE	cornuData	towns	6	[63.21212, 35.76147]	63.21212	35.76147
DIZAH_634E354N_S	['ara', 'eng']	دزه	دزه	Dizah	Dizah	Dizah	Khurasan_RE	cornuData	towns	6	[63.44735, 35.42618]	63.44735	35.42618
AMUL_635E390N_S	['ara', 'eng']	آمل	آمل	Amul	Āmul	Āmul	Khurasan_RE	cornuData	towns	6	[63.51255, 39.06795]	63.51255	39.06795
